,Content ID,Type,Datetime,Category,score
22,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,4/11/2021 20:47,education,
23,97522e57-d9ab-4bd6-97bf-c24d952602d2,like,6/13/2021 16:46,studying,
24,97522e57-d9ab-4bd6-97bf-c24d952602d2,heart,4/11/2021 14:29,travel,
25,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,3/2/2021 19:21,food,
26,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,6/27/2020 18:44,dogs,
27,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,5/9/2021 21:05,science,
28,97522e57-d9ab-4bd6-97bf-c24d952602d2,cherish,8/4/2020 23:58,veganism,70
29,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,8/28/2020 3:57,healthy eating,
30,97522e57-d9ab-4bd6-97bf-c24d952602d2,intrigued,8/25/2020 8:21,food,
31,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,4/20/2021 23:48,dogs,
32,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,3/7/2021 12:40,studying,
33,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,5/24/2021 3:21,cooking,
34,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,1/24/2021 11:03,food,
35,97522e57-d9ab-4bd6-97bf-c24d952602d2,disgust,4/9/2021 2:46,Animals,0
36,97522e57-d9ab-4bd6-97bf-c24d952602d2,super love,2/2/2021 3:43,technology,
37,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,2/4/2021 3:06,healthy eating,
38,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,11/9/2020 2:49,animals,
39,97522e57-d9ab-4bd6-97bf-c24d952602d2,scared,9/29/2020 16:00,technology,
40,97522e57-d9ab-4bd6-97bf-c24d952602d2,dislike,11/29/2020 21:33,fitness,
41,97522e57-d9ab-4bd6-97bf-c24d952602d2,want,2/13/2021 7:54,animals,
42,97522e57-d9ab-4bd6-97bf-c24d952602d2,interested,7/14/2020 5:28,fitness,
43,97522e57-d9ab-4bd6-97bf-c24d952602d2,indifferent,8/23/2020 10:30,veganism,
44,97522e57-d9ab-4bd6-97bf-c24d952602d2,worried,5/10/2021 9:27,dogs,
45,97522e57-d9ab-4bd6-97bf-c24d952602d2,hate,3/15/2021 3:59,healthy eating,
46,9f737e0a-3cdd-4d29-9d24-753f4e3be810,,12/4/2020 20:00,studying,
47,9f737e0a-3cdd-4d29-9d24-753f4e3be810,dislike,6/25/2020 17:01,culture,
48,9f737e0a-3cdd-4d29-9d24-753f4e3be810,intrigued,9/13/2020 0:11,tennis,
49,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,8/20/2020 18:17,tennis,
50,9f737e0a-3cdd-4d29-9d24-753f4e3be810,scared,2/11/2021 4:53,"""culture""",
51,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,3/8/2021 10:40,travel,
52,9f737e0a-3cdd-4d29-9d24-753f4e3be810,disgust,3/28/2021 21:15,science,0
53,9f737e0a-3cdd-4d29-9d24-753f4e3be810,hate,5/25/2021 1:00,technology,
54,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,3/15/2021 12:17,science,
55,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,5/5/2021 16:26,food,
56,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,8/31/2020 0:21,food,
57,9f737e0a-3cdd-4d29-9d24-753f4e3be810,heart,6/16/2021 3:02,fitness,
58,9f737e0a-3cdd-4d29-9d24-753f4e3be810,indifferent,7/7/2020 10:52,fitness,
59,9f737e0a-3cdd-4d29-9d24-753f4e3be810,peeking,8/20/2020 7:59,dogs,
60,9f737e0a-3cdd-4d29-9d24-753f4e3be810,love,9/23/2020 11:15,healthy eating,
61,9f737e0a-3cdd-4d29-9d24-753f4e3be810,like,3/24/2021 5:56,culture,
62,230c4e4d-70c3-461d-b42c-ec09396efb3f,,3/19/2021 8:19,soccer,
63,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,12/7/2020 19:13,culture,
64,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,8/3/2020 16:41,education,
65,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,1/10/2021 15:36,education,72
66,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,9/20/2020 8:48,education,
67,230c4e4d-70c3-461d-b42c-ec09396efb3f,cherish,7/20/2020 14:06,studying,70
68,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/24/2020 12:15,science,72
69,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/6/2021 1:27,studying,
70,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,12/25/2020 0:09,Fitness,
71,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,6/14/2021 7:56,veganism,
72,230c4e4d-70c3-461d-b42c-ec09396efb3f,like,6/5/2021 18:00,science,
73,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,11/18/2020 23:37,travel,
74,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,5/9/2021 2:42,studying,
75,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,5/11/2021 8:38,culture,
76,230c4e4d-70c3-461d-b42c-ec09396efb3f,peeking,11/12/2020 8:00,animals,
77,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,6/21/2020 16:57,science,
78,230c4e4d-70c3-461d-b42c-ec09396efb3f,super love,3/4/2021 23:58,veganism,
79,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,7/9/2020 16:47,food,
80,230c4e4d-70c3-461d-b42c-ec09396efb3f,hate,8/1/2020 19:16,healthy eating,
81,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,11/23/2020 22:46,studying,
82,230c4e4d-70c3-461d-b42c-ec09396efb3f,scared,12/11/2020 14:08,travel,
83,230c4e4d-70c3-461d-b42c-ec09396efb3f,dislike,4/23/2021 23:41,fitness,
84,230c4e4d-70c3-461d-b42c-ec09396efb3f,want,11/13/2020 0:33,studying,
85,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,6/9/2021 10:13,dogs,
86,230c4e4d-70c3-461d-b42c-ec09396efb3f,love,10/29/2020 19:41,veganism,
87,230c4e4d-70c3-461d-b42c-ec09396efb3f,heart,5/14/2021 12:47,science,
88,230c4e4d-70c3-461d-b42c-ec09396efb3f,disgust,8/4/2020 5:40,cooking,0
89,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,8/7/2020 4:09,culture,72
90,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,10/23/2020 21:19,culture,72
91,230c4e4d-70c3-461d-b42c-ec09396efb3f,adore,11/14/2020 23:53,technology,72
92,230c4e4d-70c3-461d-b42c-ec09396efb3f,worried,8/4/2020 19:26,culture,
93,230c4e4d-70c3-461d-b42c-ec09396efb3f,interested,11/12/2020 4:54,animals,
94,356fff80-da4d-4785-9f43-bc1261031dc6,,8/28/2020 23:43,science,
95,356fff80-da4d-4785-9f43-bc1261031dc6,worried,4/3/2021 12:17,food,
96,356fff80-da4d-4785-9f43-bc1261031dc6,want,9/27/2020 22:15,veganism,
97,356fff80-da4d-4785-9f43-bc1261031dc6,heart,10/27/2020 5:45,healthy eating,
98,356fff80-da4d-4785-9f43-bc1261031dc6,scared,10/15/2020 9:11,veganism,
99,356fff80-da4d-4785-9f43-bc1261031dc6,heart,5/7/2021 9:16,healthy eating,
100,356fff80-da4d-4785-9f43-bc1261031dc6,hate,9/16/2020 8:39,"""studying""",
101,356fff80-da4d-4785-9f43-bc1261031dc6,indifferent,10/29/2020 15:38,dogs,
102,01ab84dd-6364-4236-abbb-3f237db77180,,2/8/2021 21:55,travel,
103,01ab84dd-6364-4236-abbb-3f237db77180,scared,5/24/2021 18:03,soccer,
104,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,,10/16/2020 7:42,culture,
105,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,2/25/2021 20:02,Veganism,
106,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,hate,5/2/2021 3:45,healthy eating,
107,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,want,1/28/2021 8:49,cooking,
108,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,2/15/2021 13:06,technology,
109,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,11/4/2020 21:25,education,
110,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,love,6/23/2020 22:12,dogs,
111,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,2/16/2021 4:01,studying,70
112,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,interested,1/3/2021 8:44,studying,
113,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,11/25/2020 12:45,public speaking,72
114,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,12/3/2020 16:47,technology,
115,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,like,5/22/2021 21:03,education,
116,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,cherish,1/18/2021 13:39,public speaking,70
117,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,1/6/2021 0:35,studying,
118,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,5/14/2021 14:33,food,72
119,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,worried,5/27/2021 15:21,public speaking,
120,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,7/21/2020 2:12,animals,
121,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,5/26/2021 6:09,education,
122,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,dislike,2/25/2021 3:16,soccer,
123,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,intrigued,12/7/2020 22:50,travel,
124,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,indifferent,10/24/2020 14:06,public speaking,
125,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,peeking,9/1/2020 21:18,tennis,
126,cf1e8c1a-23eb-4426-9f58-002fb1b53e91,adore,5/10/2021 22:07,soccer,72
127,3f8590c7-6ab2-4973-805a-90cdec355f05,,12/7/2020 12:12,travel,
128,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,2/12/2021 16:37,fitness,70
129,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,4/28/2021 15:22,veganism,
130,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/24/2021 0:38,cooking,
131,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,3/18/2021 1:53,tennis,
132,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,1/14/2021 7:21,technology,0
133,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,12/23/2020 4:11,technology,
134,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,5/21/2021 7:23,animals,
135,3f8590c7-6ab2-4973-805a-90cdec355f05,like,3/28/2021 23:25,soccer,
136,3f8590c7-6ab2-4973-805a-90cdec355f05,peeking,9/16/2020 7:33,dogs,
137,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,11/8/2020 10:53,soccer,
138,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,3/6/2021 5:23,technology,
139,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,1/13/2021 23:35,technology,0
140,3f8590c7-6ab2-4973-805a-90cdec355f05,want,9/6/2020 22:35,Fitness,
141,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,6/24/2020 9:31,veganism,
142,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,2/7/2021 21:39,soccer,
143,3f8590c7-6ab2-4973-805a-90cdec355f05,intrigued,1/21/2021 18:28,fitness,
144,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,2/27/2021 0:21,education,
145,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,8/22/2020 12:06,soccer,
146,3f8590c7-6ab2-4973-805a-90cdec355f05,cherish,8/3/2020 6:29,animals,70
147,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,8/2/2020 6:20,public speaking,
148,3f8590c7-6ab2-4973-805a-90cdec355f05,want,6/4/2021 4:57,tennis,
149,3f8590c7-6ab2-4973-805a-90cdec355f05,super love,10/21/2020 9:07,science,
150,3f8590c7-6ab2-4973-805a-90cdec355f05,dislike,12/26/2020 19:46,"""animals""",
151,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,3/2/2021 22:47,dogs,
152,3f8590c7-6ab2-4973-805a-90cdec355f05,indifferent,3/31/2021 9:48,studying,
153,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,6/14/2021 13:44,veganism,
154,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,12/27/2020 17:04,tennis,
155,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,2/11/2021 3:51,studying,
156,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,12/7/2020 19:07,tennis,
157,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,12/28/2020 8:31,cooking,
158,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,10/26/2020 5:27,food,
159,3f8590c7-6ab2-4973-805a-90cdec355f05,worried,9/26/2020 18:43,technology,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/25/2020 13:01,healthy eating,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,7/11/2020 5:51,dogs,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,3/19/2021 16:23,animals,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,10/11/2020 18:31,culture,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/2/2020 20:15,travel,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,10/1/2020 3:35,dogs,
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2/11/2021 20:10,soccer,0
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2/7/2021 15:59,science,
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,10/17/2020 11:46,food,
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,8/9/2020 19:41,soccer,
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2/1/2021 2:40,technology,
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,1/30/2021 9:36,fitness,72
172,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,,10/9/2020 13:22,studying,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,3/31/2021 15:24,fitness,
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2/5/2021 17:00,dogs,
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2/19/2021 16:29,Travel,
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,7/25/2020 0:00,veganism,
177,0bedca96-fb76-4287-a83c-17330ed39cce,,8/24/2020 10:06,science,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,7/13/2020 2:38,travel,72
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,1/13/2021 13:11,food,
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,1/2/2021 16:46,fitness,
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,11/26/2020 2:25,science,
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,8/25/2020 19:18,cooking,
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2/1/2021 0:15,cooking,
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,6/4/2021 14:36,public speaking,
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,8/19/2020 13:38,studying,72
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,4/22/2021 2:08,healthy eating,70
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,6/26/2020 10:33,science,
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,8/15/2020 18:16,fitness,
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,11/26/2020 13:42,animals,
190,b18cb63f-4c8e-44ee-a47f-541e95191d11,,12/3/2020 17:41,travel,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,4/14/2021 0:56,food,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,7/21/2020 21:27,soccer,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,3/29/2021 6:57,dogs,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,5/20/2021 16:11,tennis,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,11/2/2020 6:09,food,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,10/24/2020 15:37,tennis,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,9/7/2020 14:42,science,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,3/4/2021 2:46,cooking,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,1/7/2021 14:08,education,72
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,7/6/2020 11:18,"""soccer""",
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,3/27/2021 4:56,food,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,11/21/2020 21:25,travel,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,8/22/2020 1:25,travel,70
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,6/14/2021 11:45,animals,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,7/15/2020 19:28,dogs,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,3/21/2021 14:39,education,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,4/7/2021 3:15,veganism,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,4/24/2021 6:56,animals,70
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,9/30/2020 14:05,veganism,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,7/19/2020 19:28,Animals,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/21/2021 7:08,fitness,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/31/2021 13:48,education,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,12/24/2020 3:24,public speaking,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,5/27/2021 1:44,cooking,0
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2/13/2021 4:14,soccer,0
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,7/14/2020 4:36,food,72
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,7/15/2020 16:03,tennis,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,10/8/2020 17:23,animals,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,11/12/2020 23:55,dogs,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2/21/2021 5:01,education,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,7/9/2020 8:58,fitness,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,6/26/2020 23:45,healthy eating,72
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,11/20/2020 13:18,culture,
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,5/29/2021 21:34,fitness,
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2/22/2021 2:48,technology,
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/7/2021 18:39,healthy eating,
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,10/1/2020 15:10,travel,72
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,11/21/2020 8:24,fitness,
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,4/15/2021 13:50,studying,
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,6/30/2020 1:14,healthy eating,
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,12/1/2020 15:06,fitness,
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,11/7/2020 0:47,healthy eating,
233,5118e9c5-1377-4cc5-a486-65b35b7b7b76,,9/9/2020 18:18,veganism,
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,6/30/2020 13:08,cooking,
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,8/4/2020 3:09,fitness,
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/28/2020 7:01,fitness,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,10/25/2020 2:39,veganism,
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,7/5/2020 3:37,culture,
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,4/28/2021 15:16,healthy eating,70
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,1/31/2021 0:54,technology,
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,8/29/2020 11:37,food,72
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,10/15/2020 12:09,technology,
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,8/2/2020 21:20,travel,
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,10/31/2020 21:46,education,
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,10/12/2020 9:40,Education,
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020 12:22,public speaking,
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,1/9/2021 16:37,soccer,
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,8/23/2020 4:39,travel,
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,12/22/2020 4:20,fitness,
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,11/7/2020 8:49,"""dogs""",0
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,4/17/2021 22:45,veganism,72
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,4/21/2021 0:21,studying,
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/19/2020 10:33,veganism,
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/6/2020 2:08,education,
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,3/26/2021 5:42,public speaking,
256,46fb701d-6c26-458e-ada3-2ebe5dbba01f,,4/11/2021 2:06,education,
257,0be59876-d70c-486c-8e0b-a06bef7a2cd6,,12/16/2020 2:59,science,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,9/13/2020 11:24,studying,70
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,1/28/2021 21:06,travel,
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,1/20/2021 1:15,dogs,
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,9/3/2020 1:15,cooking,
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,1/9/2021 10:46,dogs,
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,9/19/2020 22:29,education,
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,5/29/2021 7:21,animals,
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,5/15/2021 19:04,food,
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,8/15/2020 12:27,education,
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,3/31/2021 15:51,animals,0
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2/15/2021 3:32,fitness,
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,3/29/2021 19:03,culture,
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,7/29/2020 10:40,animals,
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,5/8/2021 13:47,cooking,
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,11/6/2020 2:36,healthy eating,
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,7/25/2020 16:31,food,
274,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,12/4/2020 0:56,culture,
275,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,9/22/2020 2:08,studying,
276,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,7/5/2020 5:50,soccer,
277,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,10/20/2020 12:11,travel,
278,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,1/11/2021 6:02,culture,
279,0be59876-d70c-486c-8e0b-a06bef7a2cd6,want,2/28/2021 7:51,travel,
280,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,12/6/2020 13:45,Fitness,
281,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,5/5/2021 9:54,cooking,
282,0be59876-d70c-486c-8e0b-a06bef7a2cd6,interested,8/27/2020 18:36,tennis,
283,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,10/15/2020 1:29,public speaking,
284,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,1/15/2021 11:33,technology,
285,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,3/1/2021 20:26,studying,
286,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,11/28/2020 2:11,fitness,
287,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,6/26/2020 19:05,fitness,
288,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,12/30/2020 13:37,cooking,70
289,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,2/14/2021 21:15,tennis,
